letter_number,name,drainage,elevation_ft,size_acres,max_depth_ft,fish_species,fishing_pressure,low_pressure,remote_access,natural_repro,infrequent_stocking,big_fish_mentioned,productive_depth,elevation_sweet_spot,size_sweet_spot,tiger_trout,grayling,cutthroat,good_habitat,total_score,notes
WR-41,Saucer,White Rocks Drainage,,,,Brookies,,1,0,1,0,0,0,0,0,0,0,0,1,3,"Light pressure, Natural repro, Good habitat"
WR-49,Cliff,White Rocks Drainage,11000,68.0,55,"Brookies, Cutthroats",Moderate,0,0,0,1,0,0,0,0,0,0,1,1,3,"Infrequent stocking, Big fish potential, Cutthroat, Good habitat"
WR-9,,White Rocks Drainage,11160,3.1,12,Brookies,Low,1,0,0,0,0,0,0,1,0,0,0,1,3,"Light pressure, Big fish potential, Good size, Good habitat"
X-107,Tungsten,Yellowstone Drainage,11344,13.0,13,"Brookies, Cutthroats",Moderate,0,0,0,1,0,0,0,1,0,0,1,0,3,infrequent stocking; good size (13.0ac); cutthroat
X-108,North Star,Yellowstone Drainage,11395,14.0,15,Brookies,Moderate,0,0,1,0,0,1,0,1,0,0,0,0,3,natural repro; good depth (15ft); good size (14.0ac)
X-110,Bluebell,Yellowstone Drainage,10894,38.3,32,,,0,1,0,0,0,1,0,0,0,0,0,1,3,remote/off-trail; big fish potential; good depth (32ft); good habitat
X-113,Ledge,Rock Creek Drainage,10845,3.1,13,Brookies,Moderate,0,0,0,1,0,0,0,1,0,0,0,1,3,Infrequent stocking; Good size; Good habitat
X-126,Helen,Rock Creek Drainage,10869,8.4,14,Brookies,Moderate,0,0,0,1,0,0,0,1,0,0,0,1,3,Infrequent stocking; Good size; Good habitat
X-16,Timothy East,Swift Creek Drainage,,40.0,35,Cutthroats,High,0,0,0,1,0,1,0,0,0,0,1,0,3,"infrequent stocking, good depth (35ft), cutthroat"
X-20,Timothy Center,Swift Creek Drainage,,10.0,18,Brookies,High,0,0,1,0,0,1,0,1,0,0,0,0,3,"natural repro, good depth (18ft), good size (10.0ac)"
X-23,Farmers,Swift Creek Drainage,10990,63.0,24,Brookies,Moderate,0,0,0,1,0,1,0,0,0,0,0,1,3,"infrequent stocking, big fish potential, good depth (24ft), good habitat"
X-41,Rudolph 3,Rock Creek Drainage,,2.4,14,Brookies,Low,1,0,1,0,0,0,0,1,0,0,0,0,3,Light pressure; Natural repro; Good size
X-5,Fern,Rock Creek Drainage,,19.3,19,Brookies,Moderate,0,0,0,1,0,1,0,1,0,0,0,0,3,Infrequent stocking; Good depth; Good size
X-51,,Swift Creek Drainage,11000,5.0,8,Cutthroats,Low,0,0,0,1,0,0,0,1,0,0,1,0,3,"infrequent stocking, good size (5.0ac), cutthroat"
X-94,Crater,Lake Fork Drainage,11268,28.0,147,"Brookies, Splake",Low,1,1,0,0,0,0,0,0,0,0,0,1,3,Light pressure; Remote/off-trail; Good habitat
Y-16,Doll,Yellowstone Drainage,11352,42.5,47,Brookies,Low,1,0,1,0,0,1,0,0,0,0,0,0,3,light pressure; natural repro; good depth (47ft)
Y-31,,Yellowstone Drainage,11082,4.6,7,Brookies,Moderate,0,0,1,0,0,0,0,1,0,0,0,1,3,natural repro; good size (4.6ac); good habitat
Y-41,Drift Reservoir,Yellowstone Drainage,11064,14.8,,Brookies,Low,1,0,0,1,0,0,0,1,0,0,0,0,3,light pressure; infrequent stocking; good size (14.8ac)
Z-13,Wilder,Duchesne River Drainage,9900,3.7,14,Brookies,High,0,0,0,0,0,0,1,1,0,0,0,1,3,Big fish potential; Good elevation; Good size (3.7ac); Good habitat
Z-2,Bud,Duchesne River Drainage,10220,3.7,13,Brookies,Moderate,0,0,0,0,0,0,1,1,0,0,0,1,3,Good elevation; Good size (3.7ac); Good habitat
Z-34,Shaler,Duchesne River Drainage,10920,13.0,7,Cutthroats,Moderate,0,0,0,0,0,0,0,1,0,0,1,1,3,Good size (13.0ac); Cutthroat; Good habitat
Z-35,Jordan,Duchesne River Drainage,10660,23.2,30,Brookies,Moderate,0,0,0,0,0,1,1,0,0,0,0,1,3,Big fish potential; Good depth (30ft); Good elevation; Good habitat
Z-38,Daynes,Rock Creek Drainage,10670,23.2,21,Brookies,,0,0,0,0,0,1,1,0,0,0,0,1,3,Big fish potential; Good depth; Good elevation; Good habitat
A-13,Jacks,Provo River Drainage,7980,1.2,23,Brookies,Moderate,0,0,0,0,0,1,0,0,0,0,0,1,2,
A-20,Brook,Provo River Drainage,9720,1.1,6,Brookies,Moderate,0,0,0,0,0,0,1,0,0,0,0,1,2,
A-59,Lost,Provo River Drainage,9400,62.0,22,Rainbows,Moderate,0,0,0,0,0,1,1,0,0,0,0,0,2,Big fish potential; Good depth; Good elevation
BR-30,,Bear River Drainage,10580,1.2,6,,,0,0,0,0,0,0,1,0,0,0,0,1,2,Big fish potential; Good elevation; Good habitat
BR-34,,Bear River Drainage,,,,Tigers,,0,0,0,0,0,0,0,0,1,0,0,1,2,
BR-35,,Bear River Drainage,,,,Tigers,,0,0,0,0,0,0,0,0,1,0,0,1,2,
DF-1,Blue,Ashley Creek Drainage,11160,6.5,16,Brookies,Moderate,0,0,0,0,0,1,0,1,0,0,0,0,2,
G-12,Lower Red Castle,Smiths Fork Drainage,,45.0,28,Brookies,Moderate,0,0,0,1,0,1,0,0,0,0,0,0,2,
G-16,Upper Red Castle,Smiths Fork Drainage,,25.6,72,"Cutthroats, Tigers",Moderate,0,0,0,0,0,0,0,0,1,0,1,0,2,
G-17,East Red Castle,Smiths Fork Drainage,,21.1,58,"Cutthroats, Tigers",Moderate,0,0,0,0,0,0,0,0,1,0,1,0,2,
G-68,,Blacks Fork Drainage,11421,4.2,6,Brookies,,0,0,0,0,0,0,0,1,0,0,0,1,2,
GR-143,Hoop Lake,Burnt Fork Drainage,,,,"Grayling, Rainbows, Tigers",,0,0,0,0,0,0,0,0,1,1,0,0,2,
GR-155,,Beaver Creek Drainage,10860,1.6,6,Brookies,Low,1,0,0,0,0,0,0,0,0,0,0,1,2,
GR-3,Spirit Lake,Sheep/Carter Creek Drainages,,,,"Cutthroats, Rainbows*, Tigers",,0,0,0,0,0,0,0,0,1,0,1,0,2,
U-16,Atwood,Uinta River Drainage,11030,200.0,40,"Brookies, Goldens",Moderate,0,0,1,0,0,1,0,0,0,0,0,0,2,"Natural repro, Big fish potential, Good depth"
U-25,Kidney East,Uinta River Drainage,10850,13.7,12,Brookies,High,0,0,1,0,0,0,0,1,0,0,0,0,2,"Natural repro, Big fish potential, Good size"
U-26,Kidney West,Uinta River Drainage,10850,20.0,4,Brookies,High,0,0,0,1,0,0,0,1,0,0,0,0,2,"Infrequent stocking, Big fish potential, Good size"
U-33,Rainbow,Uinta River Drainage,11130,35.1,20,Brookies,Moderate,0,0,1,0,0,1,0,0,0,0,0,0,2,"Natural repro, Big fish potential, Good depth"
U-54,Brook,Uinta River Drainage,10950,10.0,8,Brookies,Low,1,0,0,0,0,0,0,1,0,0,0,0,2,
U-8,Lily Pad,Uinta River Drainage,10818,3.7,7,"Brookies, Rainbows",Moderate,0,0,1,0,0,0,0,1,0,0,0,0,2,
U-91,,Uinta River Drainage,,,,Cutthroats,,0,0,0,1,0,0,0,0,0,0,1,0,2,
U-99,Wall L,Uinta River Drainage,,,,Grayling,,0,0,0,1,0,0,0,0,0,1,0,0,2,
W-45,Cuberant #4,Weber River Drainage,,22.0,25,Tigers,Moderate,0,0,0,0,0,1,0,0,1,0,0,0,2,
WR-30,Johnson,White Rocks Drainage,,,,Brookies,,0,0,1,0,0,0,0,0,0,0,0,1,2,
WR-8,Taylor,White Rocks Drainage,11220,22.4,53,Brookies,Low,0,0,0,1,0,0,0,0,0,0,0,1,2,"Infrequent stocking, Big fish potential, Good habitat"
X-103,Superior,Yellowstone Drainage,11163,36.0,26,Brookies,Moderate,0,0,1,0,0,1,0,0,0,0,0,0,2,
X-106,Five Point Reservoir,Yellowstone Drainage,11009,82.0,21,"Brookies, Cutthroats",Moderate,0,0,0,0,0,1,0,0,0,0,1,0,2,big fish potential; good depth (21ft); cutthroat
X-17,Carrol Lower,Swift Creek Drainage,,9.0,7,Brookies,Moderate,0,0,1,0,0,0,0,1,0,0,0,0,2,
X-18,Carrol Upper,Swift Creek Drainage,,35.0,48,Brookies,Moderate,0,0,0,1,0,1,0,0,0,0,0,0,2,
X-19,Timothy West,Swift Creek Drainage,,45.0,45,Brookies,Moderate,0,0,0,1,0,1,0,0,0,0,0,0,2,
X-39,Rudolph 1,Rock Creek Drainage,,25.6,46,Brookies,Moderate,0,0,0,1,0,1,0,0,0,0,0,0,2,
X-40,Rudolph 2,Rock Creek Drainage,,2.9,9,Brookies,Moderate,0,0,0,1,0,0,0,1,0,0,0,0,2,
X-50,,Yellowstone Drainage,,,,Grayling,,0,0,0,1,0,0,0,0,0,1,0,0,2,
Z-12,Scout,Duchesne River Drainage,10300,30.0,17,Rainbows,High,0,0,0,0,0,1,1,0,0,0,0,0,2,Big fish potential; Good depth (17ft); Good elevation
Z-5,Pass,Duchesne River Drainage,10250,3.3,8,Rainbows,Moderate,0,0,0,0,0,0,1,1,0,0,0,0,2,
A-61,Trial,Provo River Drainage,9800,98.0,68,"Brookies, Rainbows",High,0,0,0,0,0,0,1,0,0,0,0,0,1,
D-45,,Duchesne River Drainage,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,
G-103,Quarter Corner Lg103,Blacks Fork Drainage,,,,"Grayling, Rainbows",,0,0,0,0,0,0,0,0,0,1,0,0,1,
G-113,,Blacks Fork Drainage,,,,Cutthroats,,0,0,0,0,0,0,0,0,0,0,1,0,1,
GR-29,Lower Teepee,Sheep/Carter Creek Drainages,,,,"Brookies*, Cutthroats",,0,0,0,0,0,0,0,0,0,0,1,0,1,
P-11,,Provo River Drainage,,,,Brookies,,0,0,0,1,0,0,0,0,0,0,0,0,1,
P-16,Charity L,Provo River Drainage,,,,Brookies,,0,0,0,1,0,0,0,0,0,0,0,0,1,
RC-1,,Rock Creek Drainage,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,
RC-36,,Rock Creek Drainage,,,,Brookies,,0,0,0,1,0,0,0,0,0,0,0,0,1,
U-22,,Uinta River Drainage,,,,Brookies,,0,0,0,1,0,0,0,0,0,0,0,0,1,
U-79,,Uinta River Drainage,,,,Brookies,,0,0,0,1,0,0,0,0,0,0,0,0,1,
W-25,Erickson South,Weber River Drainage,,10.0,12,Brookies,Moderate,0,0,0,0,0,0,0,1,0,0,0,0,1,
W-26,Erickson North,Weber River Drainage,,9.0,12,Brookies,High,0,0,0,0,0,0,0,1,0,0,0,0,1,
W-65,Yellowpine Upper,Weber River Drainage,,3.0,12,Brookies,High,0,0,0,0,0,0,0,1,0,0,0,0,1,
W-66,Yellowpine Lower,Weber River Drainage,,2.0,7,Brookies,High,0,0,0,0,0,0,0,1,0,0,0,0,1,
X-45,,Lake Fork Drainage,,2.8,4,,,0,0,0,0,0,0,0,1,0,0,0,0,1,
